項次,清運序,行政區,清運路線名稱,清運點名稱,一般垃圾清運時間,廚餘回收清運時間,資源回收清運時間
4564,9,大園區,路線九,中正東路,"星期一四:18:10,星期二五六:18:25","星期一四:18:10,星期二五六:18:25",星期二四六:18:25
4565,10,大園區,路線九,仁壽宮前：大觀路14號,"星期一四:19:15,星期二五六:18:45","星期一四:19:15,星期二五六:18:45",星期二四六:18:45
4566,11,大園區,路線九,中華路102號,"星期一四:19:25,星期二五六:19:00","星期一四:19:25,星期二五六:19:00",星期二四六:19:00
4567,12,大園區,路線九,民生路：19鄰,"星期一四:19:30,星期二五六:19:15","星期一四:19:30,星期二五六:19:15",星期二四六:19:15
4568,13,大園區,路線九,國際路-鴨子店：國際路1段254號,"星期一四:19:50,星期二五六:19:20","星期一四:19:50,星期二五六:19:20",星期二四六:19:20
4569,14,大園區,路線九,中華路139巷：內海里14鄰,"星期一四:20:15,星期二五六:19:40","星期一四:20:15,星期二五六:19:40",星期二四六:19:40
4570,15,大園區,路線九,國際路新街溪橋,"星期一四:20:25,星期二五六:19:45","星期一四:20:25,星期二五六:19:45",星期二四六:19:45
4571,1,大園區,路線十,水源路,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期一二五:17:00
4572,2,大園區,路線十,基蛋傢俱：五權1鄰2號,"星期一四:16:45,星期二五六:17:10","星期一四:16:45,星期二五六:17:10",星期一二五:17:10
4573,3,大園區,路線十,巨蛋傢俱側-下埔一鄰社區,"星期一四:17:00,星期二五六:17:15","星期一四:17:00,星期二五六:17:15",星期一二五:17:15
4574,4,大園區,路線十,寶聰牧場：五權里高鐵北路三段373巷,"星期一四:17:15,星期二五六:17:30","星期一四:17:15,星期二五六:17:30",星期一二五:17:30
4575,5,大園區,路線十,五權國小對面社區：五權里22鄰29號,"星期一四:17:40,星期二五六:17:50","星期一四:17:40,星期二五六:17:50",星期一二五:17:50
4576,6,大園區,路線十,中正東路三段116巷101號,"星期一四:18:05,星期二五六:18:10","星期一四:18:05,星期二五六:18:10",星期一二五:18:10
4577,7,大園區,路線十,五福宮：五權里5鄰18號,"星期一四:18:25,星期二五六:18:30","星期一四:18:25,星期二五六:18:30",星期一二五:18:30
4578,8,大園區,路線十,大埔23鄰社區：11號,"星期一四:19:00,星期二五六:18:45","星期一四:19:00,星期二五六:18:45",星期一二五:18:45
4579,9,大園區,路線十,文新幼稚園、至善園：20鄰15號,"星期一四:19:15,星期二五六:18:55","星期一四:19:15,星期二五六:18:55",星期一二五:18:55
4580,10,大園區,路線十,五青路70巷65號,"星期一四:19:30,星期二五六:19:10","星期一四:19:30,星期二五六:19:10",星期一二五:19:10
4581,11,大園區,路線十,喜美社區：21鄰14號,"星期一四:19:40,星期二五六:19:15","星期一四:19:40,星期二五六:19:15",星期一二五:19:15
4582,12,大園區,路線十,海吊場對面社區-百仕園,"星期一四:19:45,星期二五六:19:25","星期一四:19:45,星期二五六:19:25",星期一二五:19:25
4583,13,大園區,路線十,中正東路三段620號(大江7-11),"星期一四:20:10,星期二五六:19:40","星期一四:20:10,星期二五六:19:40",星期一二五:19:40
4584,14,大園區,路線十,中正東路3段紅綠燈口,"星期一四:20:40,星期二五六:20:00","星期一四:20:40,星期二五六:20:00",星期一二五:20:00
4585,1,觀音區,草漯線,新坡里18鄰新生路746號(新草原餐廳),"星期一四:16:00,星期二五六:15:55","星期一四:16:00,星期二五六:15:55",星期一二四五六:15:55
4586,2,觀音區,草漯線,新坡里16鄰516號(新芳機車行),"星期一四:16:13,星期二五六:16:06","星期一四:16:13,星期二五六:16:06",星期一二四五六:16:06
4587,3,觀音區,草漯線,廣大路102號(倪氏汽車),"星期一四:16:23,星期二五六:16:17","星期一四:16:23,星期二五六:16:17",星期一二四五六:16:17
4588,4,觀音區,草漯線,福山路3段2號,"星期一四:16:30,星期二五六:16:25","星期一四:16:30,星期二五六:16:25",星期一二四五六:16:25
4589,5,觀音區,草漯線,草漯里新生路1462號(草漯國小),"星期一四:17:00,星期二五六:16:28","星期一四:17:00,星期二五六:16:28",星期一二四五六:16:28
4590,6,觀音區,草漯線,草漯里大觀路188號前(一品小吃店),"星期一四:17:10,星期二五六:17:00","星期一四:17:10,星期二五六:17:00",星期一二四五六:17:00
4591,7,觀音區,草漯線,草漯里七賢路168號(四季社區),"星期一四:17:19,星期二五六:17:13","星期一四:17:19,星期二五六:17:13",星期一二四五六:17:13
4592,8,觀音區,草漯線,十全路126巷10弄3號路口,"星期一四:17:25,星期二五六:17:18","星期一四:17:25,星期二五六:17:18",星期一二四五六:17:18
4593,9,觀音區,草漯線,草漯里二聖路與九如街路口,"星期一四:17:36,星期二五六:17:29","星期一四:17:36,星期二五六:17:29",星期一二四五六:17:29
4594,10,觀音區,草漯線,草漯里大觀路331號,"星期一四:17:44,星期二五六:17:35","星期一四:17:44,星期二五六:17:35",星期一二四五六:17:35
4595,11,觀音區,草漯線,草漯里五福一街35巷30號,"星期一四:17:56,星期二五六:17:39","星期一四:17:56,星期二五六:17:39",星期一二四五六:17:39
4596,12,觀音區,草漯線,草漯里六合二街66號路口 →  →垃圾車已滿進垃圾場傾到,"星期一四:18:13,星期二五六:17:55","星期一四:18:13,星期二五六:17:55",星期一二四五六:17:55
4597,13,觀音區,草漯線,草漯里五福街80巷與五福街交叉口,"星期一四:18:48,星期二五六:18:01","星期一四:18:48,星期二五六:18:01",星期一二四五六:18:01
4598,14,觀音區,草漯線,大觀路189號彩色世界 (停留5分鐘),"星期一四:18:56,星期二五六:18:16","星期一四:18:56,星期二五六:18:16",星期一二四五六:18:16
4599,15,觀音區,草漯線,草漯里四維路與九如街交叉口,"星期一四:19:06,星期二五六:18:31","星期一四:19:06,星期二五六:18:31",星期一二四五六:18:31
4600,16,觀音區,草漯線,草漯里新生路與五福三街1459號路口 (7-11),"星期一四:19:20,星期二五六:18:41","星期一四:19:20,星期二五六:18:41",星期一二四五六:18:41
4601,17,觀音區,草漯線,草漯里九如一街48號,"星期一四:19:32,星期二五六:18:52","星期一四:19:32,星期二五六:18:52",星期一二四五六:18:52
4602,18,觀音區,草漯線,草漯里五福三街31號路口,"星期一四:19:44,星期二五六:19:02","星期一四:19:44,星期二五六:19:02",星期一二四五六:19:02
4603,19,觀音區,草漯線,草漯里三多街與新生路交叉口,"星期一四:19:58,星期二五六:19:13","星期一四:19:58,星期二五六:19:13",星期一二四五六:19:13
4604,1,觀音區,新坡線,新坡里中山路2段395-1號,星期一二四五六:17:00,星期一二四五六:17:00,星期一二四五六:17:00
4605,2,觀音區,新坡線,寶蓮寺-大同里1鄰4號,星期一二四五六:17:05,星期一二四五六:17:05,星期一二四五六:17:05
4606,3,觀音區,新坡線,大堀里新華路2段337號,星期一二四五六:17:10,星期一二四五六:17:10,星期一二四五六:17:10
4607,4,觀音區,新坡線,大堀里新華路2段275巷82號,星期一二四五六:17:15,星期一二四五六:17:15,星期一二四五六:17:15
4608,5,觀音區,新坡線,大堀里新華路2段151號(鄉親好美食館),星期一二四五六:17:20,星期一二四五六:17:20,星期一二四五六:17:20
4609,6,觀音區,新坡線,大堀里大湖路2段387巷8號(育丞幼稚園),星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
4610,7,觀音區,新坡線,大同里新華路2段596號(新坡郵局),星期一二四五六:17:30,星期一二四五六:17:30,星期一二四五六:17:30
4611,8,觀音區,新坡線,新坡里中山路2段763巷5號(康大補習班),星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
4612,9,觀音區,新坡線,大同里環中路431號(新坡輪胎行),星期一二四五六:17:40,星期一二四五六:17:40,星期一二四五六:17:40
4613,10,觀音區,新坡線,大同里5鄰環中路275巷19號(湖濱麗園),星期一二四五六:17:45,星期一二四五六:17:45,星期一二四五六:17:45
4614,11,觀音區,新坡線,大同里環中路107號(馬可尼咖啡店路口),星期一二四五六:17:47,星期一二四五六:17:47,星期一二四五六:17:47
4615,12,觀音區,新坡線,新坡里文中路70號,星期一二四五六:17:50,星期一二四五六:17:50,星期一二四五六:17:50
4616,13,觀音區,新坡線,新坡里新生路與文中路交叉路口,星期一二四五六:17:53,星期一二四五六:17:53,星期一二四五六:17:53
4617,14,觀音區,新坡線,新坡里新生路76巷5弄2號(鄉立婦幼館),星期一二四五六:18:00,星期一二四五六:18:00,星期一二四五六:18:00
4618,15,觀音區,新坡線,新坡里新生路56號路口,星期一二四五六:18:05,星期一二四五六:18:05,星期一二四五六:18:05
4619,16,觀音區,新坡線,新坡里中山路2段577號,星期一二四五六:18:10,星期一二四五六:18:10,星期一二四五六:18:10
4620,17,觀音區,新坡線,新坡里5鄰78-10號(慈濟聯合診所),星期一二四五六:18:12,星期一二四五六:18:12,星期一二四五六:18:12
4621,18,觀音區,新坡線,大同里中山路2段588號(三陽機車行),星期一二四五六:18:15,星期一二四五六:18:15,星期一二四五六:18:15
4622,19,觀音區,新坡線,大同里中山路2段688號(億客成超市),星期一二四五六:18:18,星期一二四五六:18:18,星期一二四五六:18:18
4623,20,觀音區,新坡線,大同里新富路一段846號路口,星期一二四五六:18:20,星期一二四五六:18:20,星期一二四五六:18:20
4624,21,觀音區,新坡線,新坡里中山路2段871巷7弄1號路口(鐫石園社區),星期一二四五六:18:25,星期一二四五六:18:25,星期一二四五六:18:25
4625,22,觀音區,新坡線,新坡里中山路2段829號(全家福),星期一二四五六:18:28,星期一二四五六:18:28,星期一二四五六:18:28
4626,23,觀音區,新坡線,新生路138號,星期一二四五六:18:35,星期一二四五六:18:35,星期一二四五六:18:35
4627,24,觀音區,新坡線,大同里新富路一段800號-1(皇家大院社區),星期一二四五六:19:00,星期一二四五六:19:00,星期一二四五六:19:00
4628,25,觀音區,新坡線,大同里永興宮前,星期一二四五六:19:05,星期一二四五六:19:05,星期一二四五六:19:05
4629,26,觀音區,新坡線,新富路日禕紡織,星期一二四五六:19:10,星期一二四五六:19:10,星期一二四五六:19:10
4630,27,觀音區,新坡線,新富路大富路口,星期一二四五六:19:20,星期一二四五六:19:20,星期一二四五六:19:20
4631,28,觀音區,新坡線,大富路50號,星期一二四五六:19:25,星期一二四五六:19:25,星期一二四五六:19:25
4632,29,觀音區,新坡線,青林農場,星期一二四五六:19:28,星期一二四五六:19:28,星期一二四五六:19:28
4633,30,觀音區,新坡線,上大里大湖路一段596號路口,星期一二四五六:19:30,星期一二四五六:19:30,星期一二四五六:19:30
4634,31,觀音區,新坡線,上大里9鄰上大76-5號(和館社區),星期一二四五六:19:35,星期一二四五六:19:35,星期一二四五六:19:35
4635,32,觀音區,新坡線,上大里13鄰上大89-20號路口【阿姆斯壯(第一期)】,星期一二四五六:19:40,星期一二四五六:19:40,星期一二四五六:19:40
4636,33,觀音區,新坡線,上大里11鄰上大71-16號路口【阿姆斯壯(第二期)】,星期一二四五六:19:45,星期一二四五六:19:45,星期一二四五六:19:45
4637,34,觀音區,新坡線,上大里上大90-13號路口,星期一二四五六:19:50,星期一二四五六:19:50,星期一二四五六:19:50
4638,35,觀音區,新坡線,上大里14鄰中觀路一段703巷10-37號(諾貝爾社區),星期一二四五六:19:55,星期一二四五六:19:55,星期一二四五六:19:55
4639,36,觀音區,新坡線,上大里中觀路一段725號【阿姆斯壯社區(第三期)】,星期一二四五六:20:00,星期一二四五六:20:00,星期一二四五六:20:00
4640,37,觀音區,新坡線,中觀路2段36號,星期一二四五六:20:05,星期一二四五六:20:05,星期一二四五六:20:05
4641,38,觀音區,新坡線,紅池(大圳旁),星期一二四五六:20:10,星期一二四五六:20:10,星期一二四五六:20:10
4642,1,觀音區,金樹線,成功路二段901至一段515號,星期一二四五六:15:41,星期一二四五六:15:41,星期一二四五六:15:41
4643,2,觀音區,金樹線,大觀路三段308號至大觀路三段358號,星期一二四五六:16:15,星期一二四五六:16:15,星期一二四五六:16:15
4644,3,觀音區,金樹線,大觀路三段328號,星期一二四五六:16:50,星期一二四五六:16:50,星期一二四五六:16:50
4645,4,觀音區,金樹線,大觀路三段480號(富林國小),星期一二四五六:16:51,星期一二四五六:16:51,星期一二四五六:16:51
4646,5,觀音區,金樹線,大觀路三段550號,星期一二四五六:16:53,星期一二四五六:16:53,星期一二四五六:16:53
4647,6,觀音區,金樹線,工業八路558號,星期一二四五六:16:57,星期一二四五六:16:57,星期一二四五六:16:57
4648,7,觀音區,金樹線,富林里11鄰10號前,星期一二四五六:16:59,星期一二四五六:16:59,星期一二四五六:16:59
4649,8,觀音區,金樹線,大觀路四段240號,星期一二四五六:17:01,星期一二四五六:17:01,星期一二四五六:17:01
4650,9,觀音區,金樹線,大觀路四段246號,星期一二四五六:17:02,星期一二四五六:17:02,星期一二四五六:17:02
4651,10,觀音區,金樹線,大觀路四段廣興10鄰路邊,星期一二四五六:17:03,星期一二四五六:17:03,星期一二四五六:17:03
4652,11,觀音區,金樹線,大觀路四段380號,星期一二四五六:17:04,星期一二四五六:17:04,星期一二四五六:17:04
4653,12,觀音區,金樹線,成功路二段1247號,星期一二四五六:17:05,星期一二四五六:17:05,星期一二四五六:17:05
4654,13,觀音區,金樹線,成功路二段1063號,星期一二四五六:17:06,星期一二四五六:17:06,星期一二四五六:17:06
4655,14,觀音區,金樹線,成功路二段1458號,星期一二四五六:17:08,星期一二四五六:17:08,星期一二四五六:17:08
